"source_symbol","target_symbol","source_id","target_id","Interactiontype","type","Source","Interationtype_processed"
"CYR61","MMP2","4383","4741;4524","inhibition","BRIDGED:UNKNOWN_INHIBITION+TRANSLATION;UNKNOWN_INHIBITION","Literature","inhibition"
"FOSL1","MMP2","4327","4741;4524","interaction","DATABASE","DATABASE","interaction"
"FOSL1","FOSL1","4327","4327","interaction","DATABASE","DATABASE","interaction"
"FOSL1","MIR21","4327","1217","interaction","DATABASE","DATABASE","interaction"
"MIR182","RPS6","4070","2613","inhibition","DATABASE","DATABASE","inhibition"
"ETS2","MMP2","4027","4741;4524","interaction","DATABASE","DATABASE","interaction"
"ETS2","FOSL1","4027","4327","interaction","DATABASE","DATABASE","interaction"
"MIR92A2","FOSL1","3928","4327","inhibition","DATABASE","DATABASE","inhibition"
"MIR92A2","MYC","3928","3426;322","inhibition","DATABASE","DATABASE","inhibition"
"MIR92A2","RPS15A","3928","3345","inhibition","DATABASE","DATABASE","inhibition"
"MIR92A2","OGT","3928","3251","inhibition","DATABASE","DATABASE","inhibition"
"MIR92A2","SPCS3","3928","3133","inhibition","DATABASE","DATABASE","inhibition"
"MIR92A2","RPS15","3928","2416","inhibition","DATABASE","DATABASE","inhibition"
"MIR92A2","CD59","3928","2002","inhibition","DATABASE","DATABASE","inhibition"
"MIR29B2","SFPQ","3915","5443","inhibition","DATABASE","DATABASE","inhibition"
"MIR29B2","MMP2","3915","4741;4524","inhibition","DATABASE","DATABASE","inhibition"
"MMP14","MMP2","3860","4741;4524","stimulation","CATALYSIS","Literature","stimulation"
"SMAD2","TNC","3831;3719;323","5909","interaction","DATABASE","DATABASE","interaction"
"SMAD2","SMAD2","3831;3719;323","3831;3719;323","interaction","STATE_TRANSITION","Literature","interaction"
"SMAD2","MYC","3831;3719;323","3426;322","interaction","DATABASE","DATABASE","interaction"
"SMAD3","TNC","3701","5909","interaction","DATABASE","DATABASE","interaction"
"SMAD3","MYC","3701","3426;322","interaction","DATABASE","DATABASE","interaction"
"SMAD3","JUN","3701","2959;2173;985","interaction","DATABASE","DATABASE","interaction"
"MYC","MIR29A","3426;322","5516","interaction","DATABASE","DATABASE","interaction"
"MYC","SPP1","3426;322","4547","interaction","DATABASE","DATABASE","interaction"
"MYC","MYC","3426;322","3426;322","interaction","DATABASE;STATE_TRANSITION","Literature","interaction"
"TFAP2A","MMP2","3041","4741;4524","interaction","DATABASE","DATABASE","interaction"
"TFAP2A","ATF2","3041","4588","interaction","DATABASE","DATABASE","interaction"
"TFAP2A","MYC","3041","3426;322","interaction","DATABASE","DATABASE","interaction"
"TFAP2A","TFAP2A","3041","3041","interaction","DATABASE","DATABASE","interaction"
"TFAP2A","JUN","3041","2959;2173;985","interaction","DATABASE","DATABASE","interaction"
"JUN","MMP2","2959;2173;985","4741;4524","interaction","DATABASE","DATABASE","interaction"
"JUN","TP53","2959;2173;985","4629;3119;2071;1931","interaction","DATABASE","DATABASE","interaction"
"JUN","CYR61","2959;2173;985","4383","interaction","DATABASE","DATABASE","interaction"
"JUN","FOSL1","2959;2173;985","4327","interaction","DATABASE","DATABASE","interaction"
"JUN","MIR92A2","2959;2173;985","3928","interaction","DATABASE","DATABASE","interaction"
"JUN","JUN","2959;2173;985","2959;2173;985","interaction","DATABASE;STATE_TRANSITION","Literature","interaction"
"JUN","VGF","2959;2173;985","2686","interaction","DATABASE","DATABASE","interaction"
"JUN","MIR21","2959;2173;985","1217","interaction","DATABASE","DATABASE","interaction"
"SP1","TNC","2643","5909","interaction","DATABASE","DATABASE","interaction"
"SP1","CREB1","2643","5438;2147","interaction","DATABASE","DATABASE","interaction"
"SP1","MMP2","2643","4741;4524","interaction","DATABASE","DATABASE","interaction"
"SP1","TP53","2643","4629;3119;2071;1931","interaction","DATABASE","DATABASE","interaction"
"SP1","ATF2","2643","4588","interaction","DATABASE","DATABASE","interaction"
"SP1","SPP1","2643","4547","interaction","DATABASE","DATABASE","interaction"
"SP1","FOSL1","2643","4327","interaction","DATABASE","DATABASE","interaction"
"SP1","MMP14","2643","3860","interaction","DATABASE","DATABASE","interaction"
"SP1","MYC","2643","3426;322","interaction","DATABASE","DATABASE","interaction"
"SP1","JUN","2643","2959;2173;985","interaction","DATABASE","DATABASE","interaction"
"SP1","SP1","2643","2643","interaction","DATABASE","DATABASE","interaction"
"SP1","FOS","2643","2444;2022;1174","interaction","DATABASE","DATABASE","interaction"
"SP1","TFAP2C","2643","2153","interaction","DATABASE","DATABASE","interaction"
"SP1","MYB","2643","2139","interaction","DATABASE","DATABASE","interaction"
"SP1","NR3C1","2643","1458","interaction","DATABASE","DATABASE","interaction"
"SP1","SP3","2643","283","interaction","DATABASE","DATABASE","interaction"
"FOS","MMP2","2444;2022;1174","4741;4524","interaction","DATABASE","DATABASE","interaction"
"FOS","TP53","2444;2022;1174","4629;3119;2071;1931","interaction","DATABASE","DATABASE","interaction"
"FOS","FOSL1","2444;2022;1174","4327","interaction","DATABASE","DATABASE","interaction"
"FOS","VGF","2444;2022;1174","2686","interaction","DATABASE","DATABASE","interaction"
"FOS","FOS","2444;2022;1174","2444;2022;1174","interaction","DATABASE;STATE_TRANSITION","Literature","interaction"
"FOS","MIR21","2444;2022;1174","1217","interaction","DATABASE","DATABASE","interaction"
"JUNB","MMP2","2368","4741;4524","interaction","DATABASE","DATABASE","interaction"
"JUNB","FOSL1","2368","4327","interaction","DATABASE","DATABASE","interaction"
"JUNB","MIR21","2368","1217","interaction","DATABASE","DATABASE","interaction"
"MIR25","MYC","2221","3426;322","inhibition","DATABASE","DATABASE","inhibition"
"MIR25","SPCS3","2221","3133","inhibition","DATABASE","DATABASE","inhibition"
"TFAP2C","MMP2","2153","4741;4524","interaction","DATABASE","DATABASE","interaction"
"MYB","SPP1","2139","4547","interaction","DATABASE","DATABASE","interaction"
"MYB","MYB","2139","2139","interaction","DATABASE","DATABASE","interaction"
"MYB","NR3C1","2139","1458","interaction","DATABASE","DATABASE","interaction"
"MYB","SP3","2139","283","interaction","DATABASE","DATABASE","interaction"
"MIR137","SPCS3","1764","3133","inhibition","DATABASE","DATABASE","inhibition"
"MIRLET7B","USO1","1688","5505","inhibition","DATABASE","DATABASE","inhibition"
"MIRLET7B","MYC","1688","3426;322","inhibition;interaction","DATABASE","DATABASE","inhibition"
"MIRLET7B","SPCS3","1688","3133","inhibition","DATABASE","DATABASE","inhibition"
"MIRLET7B","TMEM115","1688","2759","inhibition","DATABASE","DATABASE","inhibition"
"MIRLET7B","CD59","1688","2002","inhibition","DATABASE","DATABASE","inhibition"
"NR3C1","SPP1","1458","4547","interaction","DATABASE","DATABASE","interaction"
"NR3C1","NR3C1","1458","1458","interaction","DATABASE","DATABASE","interaction"
"MIR21","MMP2","1217","4741;4524","inhibition","DATABASE","DATABASE","inhibition"
"MIR21","MYC","1217","3426;322","inhibition","DATABASE","DATABASE","inhibition"
"ELK1","MMP2","969","4741;4524","interaction","DATABASE","DATABASE","interaction"
"ELK1","FOS","969","2444;2022;1174","interaction","DATABASE","DATABASE","interaction"
"ELK1","ELK1","969","969","interaction","DATABASE","DATABASE","interaction"
"USF1","SPP1","902","4547","interaction","DATABASE","DATABASE","interaction"
"USF1","MYC","902","3426;322","interaction","DATABASE","DATABASE","interaction"
"MIR338","MMP2","721","4741;4524","inhibition","DATABASE","DATABASE","inhibition"
"MIR338","ETS2","721","4027","inhibition","DATABASE","DATABASE","inhibition"
"NFKB1","MIR146A","690;178","5000","interaction","DATABASE","DATABASE","interaction"
"NFKB1","TP53","690;178","4629;3119;2071;1931","interaction","DATABASE","DATABASE","interaction"
"NFKB1","SPP1","690;178","4547","interaction","DATABASE","DATABASE","interaction"
"NFKB1","NR3C1","690;178","1458","interaction","DATABASE","DATABASE","interaction"
"NFKB1","NFKB1","690;178","690;178","interaction","DATABASE","DATABASE","interaction"
"MIR221","MMP2","671","4741;4524","inhibition","DATABASE","DATABASE","inhibition"
"MIR221","NOP58","671","1171","inhibition","DATABASE","DATABASE","inhibition"
"NONO","RPS15A","657","3345","interaction","DATABASE","DATABASE","interaction"
"NONO","RPS15","657","2416","interaction","DATABASE","DATABASE","interaction"
"SP3","TNC","283","5909","interaction","DATABASE","DATABASE","interaction"
"SP3","MMP2","283","4741;4524","interaction","DATABASE","DATABASE","interaction"
"SP3","TP53","283","4629;3119;2071;1931","interaction","DATABASE","DATABASE","interaction"
"SP3","FOSL1","283","4327","interaction","DATABASE","DATABASE","interaction"
"SP3","SP1","283","2643","interaction","DATABASE","DATABASE","interaction"
"SP3","TFAP2C","283","2153","interaction","DATABASE","DATABASE","interaction"
"SP3","SP3","283","283","interaction","DATABASE","DATABASE","interaction"
